minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,1039.550048828125,257.821533203125,200.64999389648438,46960.69921875,1.2247643204721443,1.3015398524261999,0.8384266495704651,189.3499984741211,225.8560028076172,7.170323381482132,0.01990049751243781,499596.59375,17402218.0,4580674.0,3278806.5,13575246577664.0,3.1858280800742538,1.9320836404085546,0.8043489456176758,2279303.5,3875169.0,4.588641934411761,0.7843769192695618
0.0,764.8833618164062,152.58828735351562,144.04165649414062,12998.7265625,3.4551389692908936,1.2293528116444052,0.7455171346664429,136.4874973297119,142.63385009765625,7.381718264547265,0.08035714285714286,141724.96875,3953306.5,1107521.875,937533.8125,802471280640.0,3.4650000392413958,2.0426285134653566,0.8088396787643433,594971.3125,907921.4375,4.589330896911117,0.7851715683937073
0.0,512.7999877929688,110.70462036132812,110.8499984741211,7849.82958984375,2.033878897685086,1.0266368172917162,0.7983078956604004,119.18333339691162,101.84101104736328,7.133102208251799,0.04020100502512563,162183.96875,2616653.75,809900.75,549369.6875,334418935808.0,1.2757699261596622,1.3528136608472119,0.7140253782272339,809782.15625,725457.1875,4.633688318256351,0.7992653250694275
0.0,300.2166748046875,89.95528411865234,81.08333587646484,3733.7216796875,0.44157207472774385,0.7747703957500369,0.6775640249252319,75.53333282470703,85.22163391113281,7.2820591338864915,0.02512562814070352,73927.4375,863017.0,367474.6875,321357.8125,47896801280.0,-0.3792579453334981,0.8358480535900741,0.5955604314804077,284371.953125,344709.0,4.710769222546554,0.8338103294372559
0.0,1256.5,437.6949462890625,437.6666564941406,47829.15234375,0.7651826372665944,0.11032028687755449,0.49840325117111206,260.6833038330078,442.4825439453125,7.413635492824988,0.010050251256281407,591115.5625,25158780.0,4332606.0,2793078.0,23660108709888.0,8.913350446717843,2.8997983987000233,1.1226882934570312,2929911.625,3259441.0,4.3520478093769075,0.6789901256561279
0.0,673.8499755859375,210.6016845703125,195.5500030517578,18046.8203125,0.026348253744403305,0.44547787951260803,0.636274516582489,175.67499542236328,204.9608612060547,7.2996935469753605,0.01507537688442211,288023.5,5374950.0,1799804.125,1203883.0,1905726849024.0,1.0074098187573535,1.442953326127627,0.767017126083374,1100898.0625,1566102.875,4.593559606330532,0.775331974029541
0.0,648.2000122070312,191.9632568359375,207.5833282470703,21243.267578125,-0.7300434513637772,0.18035007188612676,0.7573534250259399,282.84039211273193,185.80592346191406,7.107517381178845,0.03015075376884422,376984.25,13193992.0,2350826.5,1343953.625,8326235029504.0,6.419441693516159,2.6035932902172885,1.2274497747421265,1656238.375,1704724.625,4.22751173223413,0.6198885440826416
0.0,648.1333618164062,191.02743530273438,181.5833282470703,18141.294921875,-0.3875190826814481,0.4281226928369985,0.7033911943435669,194.29999542236328,184.30621337890625,7.28985063590118,0.06220095693779904,402323.5625,4471916.0,1728954.625,1579768.375,1080156422144.0,0.32805274980454424,1.0000478775054154,0.6011180281639099,1240180.625,1598410.75,4.710893050055175,0.8368273973464966
0.0,1538.25,401.4786376953125,407.3833312988281,67465.046875,2.2037463875166043,0.796181299303772,0.6453317403793335,337.96665954589844,392.06500244140625,7.2918305001779125,0.03015075376884422,1474614.5,23975972.0,7190141.5,5585201.0,31942196068352.0,2.3518537779905913,1.700534531344815,0.7860404849052429,5025010.5,6123232.0,4.588272171712406,0.7794882655143738
0.0,665.5499877929688,154.1326904296875,142.73333740234375,21629.953125,-0.5287212941416759,0.5803971027853294,0.9523632526397705,258.2749933861196,139.15301513671875,7.249104506258764,0.2366412213740458,121544.6640625,7253990.5,1797366.25,1175346.75,3144977481728.0,2.5053857490289726,1.8635595106907172,0.9866705536842346,928680.1875,1412661.25,4.409906556745475,0.6777656674385071
0.0,712.566650390625,155.13558959960938,118.21665954589844,24917.77734375,0.24665736918678416,0.9585990724474733,1.0154997110366821,255.27917218208313,133.9073486328125,7.172313564717916,0.21428571428571427,348471.8125,7670255.5,2100435.75,1457019.875,3303180337152.0,1.0325978616371172,1.3359035602195355,0.8652801513671875,2205327.0625,1823520.375,4.484226795524028,0.7057796120643616
0.0,356.9333190917969,89.75807189941406,85.21666717529297,4155.86669921875,1.1072765685216908,0.8036242126867514,0.7164308428764343,89.7833251953125,85.2232894897461,7.242131641662182,0.01990049751243781,62778.76171875,1631392.5,408676.375,281031.0625,145641422848.0,3.3980868849716597,2.018331795971361,0.9338194727897644,224868.9296875,327342.40625,4.474378037039718,0.7232853770256042
0.0,771.8499755859375,97.47672271728516,77.44999694824219,11845.208984375,6.597291446417319,1.8464763263588269,1.1143125295639038,158.02083480358124,82.40718078613281,7.1011560868887305,0.17857142857142858,164576.03125,2642990.75,1193416.0,1167837.625,573830266880.0,-0.9742110880729502,0.46355122983366537,0.6347458958625793,1162953.5625,1145663.875,4.6537958418646275,0.7749266028404236
0.0,701.683349609375,133.87710571289062,108.25,21595.11328125,1.0542338209559645,1.1646842668420991,1.0957748889923096,207.5333279967308,111.24407196044922,7.2840431257468445,0.10344827586206896,234509.09375,7870222.5,1788400.75,1186101.75,2925063831552.0,3.3443622003634266,1.8930711342339586,0.9563190937042236,1359922.40625,1467429.625,4.432801575158935,0.6890529990196228
0.0,1187.316650390625,320.75421142578125,316.4333190917969,35113.74609375,3.428844280554788,1.230306700653762,0.5827216506004333,164.89999389648438,306.50421142578125,7.366171032909267,0.025380710659898477,822951.1875,8829338.0,3479798.5,2686734.5,4949642575872.0,0.34648962922866344,1.1940434601582959,0.639341413974762,2313598.75,3161897.0,4.691475864807462,0.8318026661872864
0.0,629.3499755859375,245.83485412597656,257.0,21113.275390625,-0.5017553099893908,-0.08527410456284486,0.5895916223526001,178.15000915527344,245.25216674804688,7.3212216472797635,0.03482587064676617,165281.0,7445382.5,1860114.25,1236825.0,3145046687744.0,1.634741062981548,1.4259857050710492,0.9533973336219788,2104886.75,1568014.875,4.37242775350415,0.6119871139526367
0.0,578.3833618164062,254.7679901123047,240.43333435058594,26379.98046875,-1.2193031176035638,0.08139698567786702,0.635930061340332,285.18334197998047,253.7310333251953,7.304990612621935,0.01990049751243781,70291.7890625,15286357.0,2620768.0,1242344.75,14078250582016.0,4.3378022475600835,2.3679246028639738,1.431679368019104,1266434.71875,1616789.125,3.9967055113314136,0.517683744430542
0.0,652.433349609375,243.95947265625,264.73333740234375,21518.380859375,-0.7372529274236714,-0.12371806322208714,0.599796712398529,229.13333129882812,245.54464721679688,7.3166654828931055,0.01990049751243781,316305.96875,6004821.5,2079443.375,1819474.0,1817909657600.0,0.8260844597964598,1.1210218240624066,0.6483940482139587,1590385.125,1906310.125,4.671556834184531,0.8044122457504272
0.0,331.3500061035156,141.8291473388672,144.39999389648438,4650.7822265625,0.04295489612718617,-0.23025492473032824,0.47963300347328186,82.14166259765625,144.78573608398438,7.427780721893153,0.03,109421.671875,743918.875,352979.375,336109.4375,25331453952.0,-0.6508877664596939,0.36833046691123505,0.45090049505233765,274294.546875,345786.40625,4.8049593049098895,0.8924139142036438
0.0,682.0999755859375,131.57728576660156,82.16666412353516,20346.35546875,0.5253080281956026,1.005625303540135,1.0820196866989136,224.01667022705078,111.75013732910156,7.12332327472374,0.25475285171102663,325662.21875,6751701.0,1776697.375,1248706.375,2247683473408.0,2.725225117342636,1.8033376697286343,0.8438283801078796,1086111.59375,1484079.5,4.542883886357901,0.7564443945884705
0.0,672.4666748046875,141.2324981689453,127.25,17825.7421875,0.4075839391008578,0.8151898473362663,0.9435436129570007,229.7083328217268,126.41153717041016,7.29906546633441,0.2509505703422053,177136.0,3484538.25,1458924.5,1203379.0,964291854336.0,-0.9049166221112319,0.6708919649497861,0.6730873584747314,1493005.03125,1371909.875,4.635195574208513,0.778614342212677
0.0,829.6166381835938,234.406005859375,245.81666564941406,39761.0703125,-0.9218181550160436,0.29707252149325275,0.8490495681762695,402.4416809082031,220.91268920898438,7.372850839068779,0.25475285171102663,749827.3125,8465885.0,2662880.5,2314142.25,3295981862912.0,1.7801462536411465,1.458079471460197,0.6817744374275208,1843144.0625,2375725.75,4.663665926197644,0.8173449635505676
0.0,1775.199951171875,140.5120086669922,3.0,52281.50390625,7.457759691117708,2.2736973909595046,1.6255266666412354,243.4000015258789,92.90372467041016,7.294657207027494,0.3218884120171674,564119.6875,8560631.0,3500041.25,3632362.75,3037953785856.0,0.37344088492194505,0.5937089619186908,0.4979863166809082,2387322.125,3411843.5,4.771730536936686,0.8618676066398621
0.0,1136.6500244140625,415.0730285644531,416.6583251953125,85357.5859375,-0.8955615693483105,0.18528585093010638,0.7020788192749023,484.4749946594238,402.8608703613281,7.1803774872515715,0.025510204081632654,769570.0,37985948.0,9400603.0,5589718.0,98490042548224.0,1.679229443976582,1.7060805272962234,1.0556998252868652,5756494.625,7240205.0,4.331306013752249,0.6500993371009827
0.0,1307.2332763671875,222.4565887451172,206.29165649414062,39462.1328125,3.818165350225999,1.3632875863249518,0.8910089135169983,291.5666570663452,199.33653259277344,7.210506095960322,0.12831858407079647,1084606.25,9949828.0,4178567.5,3484882.0,5350182879232.0,-0.276764890678312,0.8617252722492718,0.5535500645637512,2341545.0,3970457.5,4.7449088106387265,0.8580201268196106
0.0,715.7999877929688,139.7503662109375,71.69999694824219,26594.060546875,0.5780243854870628,1.0979704349827846,1.165055751800537,251.06250381469727,114.1904067993164,7.274848245301116,0.10509554140127389,375153.28125,7503530.5,1957652.125,1371350.75,3238413991936.0,2.72814899064105,1.8396341302614991,0.9192436933517456,1215792.875,1590141.75,4.47529952008304,0.7227775454521179
0.0,704.4000244140625,252.87985229492188,251.14166259765625,28189.650390625,-0.6633429342791572,0.3348964196625418,0.6623292565345764,260.6375026702881,245.33103942871094,7.322260422490975,0.019417475728155338,371048.125,10486381.0,2823679.75,2231189.5,4689185734656.0,3.8961019006018915,2.026343890073831,0.7668903470039368,1603131.6875,2396653.5,4.6189108809636155,0.7978867292404175
3.0,2044.9666748046875,490.5001525878906,477.7833251953125,147126.984375,0.6312207887143844,0.7649070983988975,0.7801001071929932,588.5749893188477,455.54156494140625,7.203972131088742,0.0,972022.875,55366264.0,14725829.0,10878056.0,153378969616384.0,2.4565650627645823,1.755410710625588,0.8410138487815857,9440622.0,12337041.0,4.540782258364357,0.7436932921409607
0.0,1218.199951171875,394.8297119140625,400.2833251953125,64232.45703125,-0.10422121278525953,0.3349216724391634,0.6403477191925049,344.5666809082031,385.3912658691406,7.343147371472961,0.024154589371980676,901547.625,14837854.0,5920976.5,5619182.5,8467249102848.0,1.1218302825975774,0.8602494766833815,0.4914482831954956,3063751.875,5673328.0,4.781923604688023,0.8717511296272278
0.0,1251.0167236328125,285.70166015625,283.51666259765625,40113.765625,2.0462941514630675,0.7668630075285755,0.6994521617889404,258.71665954589844,274.5587463378906,7.388019708874879,0.004484304932735426,149112.5625,15707865.0,3414901.5,1919161.125,14213601820672.0,3.832414782143375,2.1338619765832214,1.1040122509002686,2026927.8125,2578513.5,4.313073445003679,0.637981653213501
0.0,1052.8499755859375,261.0166320800781,239.68333435058594,54811.25,-0.25437289063411495,0.633542795857106,0.8952333927154541,425.0166702270508,237.44203186035156,7.34202879631175,0.2595419847328244,509302.65625,15897050.0,3722625.75,2745310.5,8872015167488.0,6.426035519734974,2.2817174490060403,0.8001322150230408,2484081.5625,3279419.0,4.592473019942381,0.780563473701477
0.0,1439.75,344.0359802246094,356.7833251953125,70833.0859375,1.1014100744437858,0.6576777788272514,0.7718672752380371,403.68749809265137,325.5695495605469,7.283591155340377,0.16071428571428573,1150327.625,20098440.0,6386509.0,5698383.5,24290885894144.0,1.0130535717383111,1.3315871227194847,0.7717171311378479,4819194.75,5563078.0,4.575160558375927,0.7549139857292175
0.0,968.8333129882812,227.0074462890625,226.04165649414062,44983.21875,0.649434362706999,0.915214497457488,0.9324418902397156,337.0916631221771,200.46128845214844,7.270356058460579,0.17857142857142858,740279.0625,11996764.0,3535802.25,2099669.75,9402882981888.0,1.469164821515374,1.6742145156981132,0.8672464489936829,1921954.0625,2905347.25,4.527974022424,0.7611668109893799
0.0,1660.4000244140625,592.0546875,585.2000122070312,122430.265625,0.10084727976381691,0.5040640153905521,0.5899482369422913,441.43333435058594,574.0548095703125,7.863166497372611,0.02120141342756184,1711792.5,35525812.0,11161729.0,8643521.0,79079122403328.0,1.2734264819284062,1.4298378130962477,0.7967084646224976,8819111.75,9727443.0,4.557120610196324,0.7428345084190369
0.0,1817.199951171875,350.8348083496094,375.2833251953125,107255.375,0.8827014888295204,0.7236709134933512,0.9318731427192688,592.2916564941406,320.243408203125,7.413197968961193,0.15172413793103448,757809.625,22008282.0,5337727.5,3997700.0,20516471570432.0,3.920309318939272,1.9521198263401673,0.8485841751098633,3414423.625,4539112.5,4.540720688575348,0.7522807121276855
0.0,922.5,173.5975341796875,63.18333435058594,47154.19140625,0.51362212008992,1.1793134003841,1.2487316131591797,306.375,135.9306182861328,7.0476983755557425,0.2920962199312715,685695.6875,13478059.0,3355932.5,1870384.125,10724297408512.0,1.7681579974918256,1.6666609877837564,0.9758233428001404,2569238.0625,2713360.0,4.408365936159046,0.687000036239624
7.0,1430.0999755859375,349.7656555175781,318.9166564941406,44353.62890625,3.829324879608053,1.1348936217575039,0.6005958318710327,259.5833282470703,339.9024963378906,7.350405039339372,0.0,928507.6875,12483058.0,5088764.0,4549768.0,9061581979648.0,-0.535169026863124,0.5415787559451076,0.5915476083755493,4243068.875,4887233.5,4.695984905947783,0.8064746856689453
