minimum_time,maximum_time,mean_time,median_time,stddev_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,minimum_freq,maximum_freq,mean_freq,median_freq,stddev_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,1039.550048828125,163.8594970703125,105.23333740234375,196.27523803710938,38418.7109375,3.339513516993261,1.8361806769357427,1.1961889266967773,221.083331823349,124.19427490234375,7.630296484659541,0.0,32702312.0,3096495.258025602,2119454.9375,3901386.9376152107,15179233097002.8,12.147013692687644,2.670349035806341,1.2582139495968812,4601843.61328125,2412494.420175981,7.5587154042069455,0.34030288457870483
0.0,764.8833618164062,96.2205581665039,54.08333206176758,108.73165893554688,11793.80859375,4.030223204172292,1.6234786751041215,1.1286497116088867,152.0,79.01583862304688,7.817126053806034,0.0,27118460.0,1519632.887675579,637220.9375,3056822.9787987527,9321431524870.932,33.90344950823725,5.233261748132547,2.0091049463555963,1697584.6044921875,901989.1712299784,7.234846615652251,0.35943856835365295
0.0,512.7999877929688,82.09879302978516,68.04166412353516,85.19131469726562,7237.62158203125,2.076274449772969,1.2335597803467695,1.036241888999939,127.42083644866943,70.07772064208984,7.70678473673487,0.0,12438576.0,1160643.2118226916,597861.78125,1633811.431646072,2662006443094.483,11.367319803030648,2.7119219582339724,1.4057426305133032,1735945.0708007812,837995.1066610258,7.3770312151967365,0.3156549036502838
0.0,300.2166748046875,56.78874206542969,39.025001525878906,60.43256378173828,3642.0615234375,1.1879424299465242,1.2581827197395088,1.06270170211792,82.92083144187927,47.21072769165039,7.727799640809098,0.0,9122327.0,557996.7641231552,170947.03125,953890.313477016,907406986381.1445,24.324478201215364,4.046534210589265,1.7071409453777027,670594.4184570312,354574.1422436858,7.2045828690504035,0.3413514196872711
0.0,1256.5,257.1533203125,219.5916748046875,262.1390686035156,68528.1015625,-0.39845687929618334,0.6770516845049248,1.0179868936538696,449.53749346733093,228.5291290283203,7.665391952325209,0.0,49099632.0,4571235.790647508,2151882.75,5960464.790893267,35429538489073.16,10.909988567252094,2.420653423220303,1.3021143473824204,7279555.890625,3532931.609518809,7.443315445712437,0.13113129138946533
0.0,673.8499755859375,148.4395751953125,135.3000030517578,135.83946228027344,18401.666015625,0.08060298205931105,0.7852062729239686,0.9138582944869995,214.3416609764099,133.4117889404297,7.849464983543673,0.0,21308826.0,2443875.931683831,1351743.4375,3122911.8110653106,9725785382494.266,4.857127679165531,1.9552081922821327,1.2760955277317403,3263888.236328125,1839061.37222081,7.506101833593392,0.28210753202438354
0.0,648.2000122070312,123.04995727539062,47.708335876464844,141.4032440185547,19939.947265625,-0.2712147808630525,0.8742171085335968,1.1475735902786255,231.4124994277954,104.0136489868164,7.490529623956354,0.0,54813824.0,1418105.530054842,289940.828125,3478751.294409562,12068464110750.826,154.04480507569937,10.773245408968892,2.4497256584946046,1896648.2136230469,880122.1547179027,6.904774737007463,0.2150612324476242
0.0,648.1333618164062,111.77698516845703,57.08333206176758,133.35794067382812,17738.1484375,0.4442372156708023,1.1354918517885917,1.191521167755127,190.94999384880066,90.0417251586914,7.554998352528183,0.0,51077040.0,1996167.5210988675,572589.25,4407888.160242249,19379011856494.176,76.84150865455321,7.5556431898115655,2.2053058481173613,2678392.084716797,1205477.0861587834,6.998851982352583,0.3827640414237976
0.0,1538.25,294.6805419921875,270.51666259765625,252.9293670654297,63797.515625,1.9741583771270284,0.9655281693706311,0.8571373224258423,444.03333950042725,272.64544677734375,7.908115883002115,0.0,273681408.0,5081965.580731413,2737501.5,15862941.758432496,250941621997269.2,225.97217434529833,13.901825025347845,3.1171279627018578,5567901.64453125,3135221.4759195405,6.93071947910057,0.3403753638267517
0.0,665.5499877929688,98.02230072021484,18.53333282470703,130.11459350585938,16894.681640625,0.8968799518511616,1.297387295701892,1.3260201215744019,173.73333587124944,74.6927490234375,7.6932001711085185,0.0,18670258.0,1396935.9588231645,120102.20703125,2379768.437170122,5651548234023.011,10.581091926288552,2.7844652964923964,1.701794918337271,2005429.375,861269.0664579411,7.375400456693974,0.32562974095344543
0.0,712.566650390625,103.04620361328125,14.333333015441895,143.1765899658203,20455.06640625,2.056462307699686,1.572577981093458,1.3879327774047852,158.09999999403954,74.88975524902344,7.5811713602670885,0.0,42588148.0,1736288.3916576647,80545.28125,4376339.626175465,19110803299070.414,36.98306329955019,5.436385653188012,2.5177790153169792,1644358.2750034332,762562.2264341012,6.808955577357328,0.41234228014945984
