minimum_time,maximum_time,mean_time,median_time,stddev_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,minimum_freq,maximum_freq,mean_freq,median_freq,stddev_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,1039.550048828125,163.8594970703125,105.23333740234375,196.27523803710938,38418.7109375,3.339513516993261,1.8361806769357427,1.1961889266967773,221.083331823349,124.19427490234375,7.630296484659541,9.160549652165173e-09,3500421.25,76419.8125,25583.8359375,277389.90625,76526977024.0,125.17825607379575,10.573893495559036,3.6199393272399902,46380.59375,33918.4453125,5.4849759546990215,0.28517669439315796
0.0,764.8833618164062,96.2205581665039,54.08333206176758,108.73165893554688,11793.80859375,4.030223204172292,1.6234786751041215,1.1286497116088867,152.0,79.01583862304688,7.817126053806034,5.235347089183051e-08,1669125.875,23530.3671875,8242.9853515625,119305.0,14164587520.0,174.58960833781722,12.91992242193839,5.0579352378845215,13844.438598632812,9977.3076171875,5.17307991391449,0.24833984673023224
0.0,512.7999877929688,82.09879302978516,68.04166412353516,85.19131469726562,7237.62158203125,2.076274449772969,1.2335597803467695,1.036241888999939,127.42083644866943,70.07772064208984,7.70678473673487,3.502694134738249e-09,681842.375,14396.1435546875,5240.70458984375,52523.60546875,2743653888.0,141.197470815281,11.398286095872384,3.638467311859131,8877.12841796875,6833.66943359375,5.574079478180439,0.32522088289260864
0.0,300.2166748046875,56.78874206542969,39.025001525878906,60.43256378173828,3642.0615234375,1.1879424299465242,1.2581827197395088,1.06270170211792,82.92083144187927,47.21072769165039,7.727799640809098,1.1657523835140182e-08,520553.25,7244.318359375,1890.0263671875,38655.00390625,1486044416.0,168.79801321733984,12.907992321143166,5.32130765914917,4332.924224853516,3159.81640625,4.952052282574531,0.29047033190727234
0.0,1256.5,257.1533203125,219.5916748046875,262.1390686035156,68528.1015625,-0.39845687929618334,0.6770516845049248,1.0179868936538696,449.53749346733093,228.5291290283203,7.665391952325209,1.1830866952777797e-08,12879296.0,136307.28125,21336.47265625,972871.5,941307002880.0,159.9321369467197,12.494752212820394,7.1178131103515625,41475.4072265625,30546.650390625,3.707815933718102,0.16075964272022247
0.0,673.8499755859375,148.4395751953125,135.3000030517578,135.83946228027344,18401.666015625,0.08060298205931105,0.7852062729239686,0.9138582944869995,214.3416609764099,133.4117889404297,7.849464983543673,7.569298787757361e-08,1831801.375,36602.22265625,11821.4208984375,139319.328125,19303813120.0,149.4180560762383,11.852715288161052,3.795893907546997,25077.279541015625,18628.078125,5.556274458301914,0.3288206458091736
0.0,648.2000122070312,123.04995727539062,47.708335876464844,141.4032440185547,19939.947265625,-0.2712147808630525,0.8742171085335968,1.1475735902786255,231.4124994277954,104.0136489868164,7.490529623956354,5.651899837033625e-09,3057601.25,39661.9765625,10188.767578125,228018.8125,51708461056.0,166.5646321676308,12.794171028052538,5.733323574066162,20576.607666015625,14547.9033203125,4.654192433857517,0.22157052159309387
0.0,648.1333618164062,111.77698516845703,57.08333206176758,133.35794067382812,17738.1484375,0.4442372156708023,1.1354918517885917,1.191521167755127,190.94999384880066,90.0417251586914,7.554998352528183,2.0697736857755444e-08,2852096.5,35384.390625,10332.265625,206359.328125,42363531264.0,178.73711507496176,13.287059055618915,5.816802978515625,15063.31494140625,13321.4384765625,4.802566338305785,0.27897909283638
0.0,1538.25,294.6805419921875,270.51666259765625,252.9293670654297,63797.515625,1.9741583771270284,0.9655281693706311,0.8571373224258423,444.03333950042725,272.64544677734375,7.908115883002115,6.549961129032056e-10,4675279.0,126897.7890625,40385.37890625,399565.1875,158779932672.0,92.5261420603029,8.888335564261551,3.140101909637451,91799.3125,60481.03515625,5.624583903432812,0.2568417489528656
0.0,665.5499877929688,98.02230072021484,18.53333282470703,130.11459350585938,16894.681640625,0.8968799518511616,1.297387295701892,1.3260201215744019,173.73333587124944,74.6927490234375,7.6932001711085185,1.9322046133224413e-12,2012869.0,33649.7421875,6550.716796875,157208.640625,24612429824.0,117.91727707313404,10.420299442431315,4.6622490882873535,15504.1591796875,10553.5771484375,5.184890994445144,0.1927473545074463
