minimum_time,maximum_time,mean_time,median_time,stddev_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,minimum_freq,maximum_freq,mean_freq,median_freq,stddev_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,1775.4000244140625,146.84373474121094,79.0999984741211,198.5714874267578,39329.01171875,16.872655485043893,3.2175381652715593,1.3505202531814575,214.30833530426025,112.7669906616211,7.600386637882688,1.4603521947265108e-08,4637088.5,78254.6484375,22546.435546875,340280.59375,115197075456.0,164.04625530115166,12.495819830938887,4.3372111320495605,60796.43359375,37670.98828125,5.40546940710105,0.24378561973571777
0.0,1184.5333251953125,289.1708679199219,261.4333190917969,271.46795654296875,73490.140625,-0.2325899600736947,0.7102442514115298,0.9374756217002869,457.2416672706604,258.7454528808594,7.788425589030049,6.622738624173508e-08,12789098.0,146168.234375,28367.388671875,952618.875,902468993024.0,170.32144295525066,13.024873942420566,6.499248504638672,71857.0283203125,47538.2421875,4.264601166753902,0.2044970542192459
0.0,950.25,129.1672821044922,50.81666564941406,166.63136291503906,27693.703125,2.877282079068946,1.6287332859803736,1.2883622646331787,204.80833423137665,98.61676788330078,7.507113567013753,1.8781673105650043e-08,2503717.0,55100.42578125,20504.015625,200350.40625,39932305408.0,116.72481549259932,10.232612231124326,3.6266632080078125,40307.7333984375,26700.50390625,5.600876438976675,0.3200276494026184
0.0,1059.316650390625,151.0914764404297,81.73333740234375,171.84751892089844,29451.755859375,1.933566494694265,1.3217340126597341,1.1358360052108765,252.17916440963745,123.82767486572266,7.621109859381053,8.467484491347932e-09,2774543.0,58586.828125,18322.31640625,223044.46875,49481367552.0,119.11196679882299,10.386210255695783,3.796827554702759,34192.2060546875,25793.83984375,5.408532418112917,0.24747757613658905
0.0,906.4833374023438,221.27752685546875,178.98333740234375,214.89642333984375,46073.57421875,-0.36211929319653846,0.7309673265130741,0.9700377583503723,362.5000047683716,196.2100830078125,7.998547112548194,4.173704937215916e-09,4615145.0,91722.5,27314.263671875,350045.53125,121967206400.0,128.3674315785003,10.54202000843953,3.8075501918792725,44623.34375,35685.0390625,5.52568871970717,0.2516932189464569
0.0,719.4166870117188,75.06148529052734,42.59166717529297,92.99665069580078,8624.4873046875,9.114864266890084,2.4391581910578997,1.2372273206710815,102.89166450500488,58.222412109375,7.591396072826184,3.704708761986808e-10,671667.8125,17154.19921875,8164.37841796875,51446.81640625,2632232448.0,142.62791972583264,11.469246950022958,2.9908294677734375,15305.286560058594,10445.61328125,6.0213595737935695,0.3927944600582123
0.0,1099.25,109.48110961914062,52.45833206176758,142.29702758789062,20192.81640625,9.519290960117166,2.511456388410504,1.2979538440704346,161.03333711624146,82.4093246459961,7.542341805285887,3.1342588524552184e-09,799705.875,40164.94921875,21084.615234375,75515.1875,5671382528.0,57.12594077646597,6.59906374632464,1.8749827146530151,34535.072265625,25825.099609375,6.411523543124558,0.38715365529060364
0.0,1501.800048828125,146.3272705078125,5.5416669845581055,234.2244873046875,54782.515625,3.3485860938882714,1.8403799434680466,1.599542260169983,243.7750015258789,96.44645690917969,7.889830687562381,9.868283967762181e-09,8976835.0,109251.9921875,27432.849609375,625042.5625,389562007552.0,153.95039167334144,12.053958995252085,5.712930202484131,49383.888671875,33975.73046875,5.386100376995579,0.19831088185310364
0.0,1046.0167236328125,85.66364288330078,69.05000305175781,89.98641204833984,8075.06103515625,34.586816748810584,3.7949755600487745,1.0490021705627441,118.437495470047,74.44274139404297,7.817193471005172,8.702691900452919e-09,688008.9375,16060.8955078125,9559.8544921875,51982.25,2687225344.0,153.1208943417034,12.094862502884375,3.227619171142578,13701.132080078125,10606.3173828125,6.046890742279455,0.45534747838974
0.0,389.2833251953125,70.9007339477539,64.66666412353516,59.98565673828125,3588.199462890625,4.015281834669357,1.524170325501181,0.8448654413223267,78.01666450500488,63.69731140136719,7.978931459321386,1.6695979321301735e-10,87971.5234375,7156.3525390625,4405.75732421875,9792.0576171875,95348736.0,27.15470025820793,4.275146662919492,1.3644754886627197,6947.679870605469,5328.16357421875,6.648715823819113,0.5097165107727051
